Address,Blank,City,County Name,HCAHPS Answer Description,HCAHPS Answer Percent Footnote,HCAHPS Answer Percent,HCAHPS Measure ID,HCAHPS Question,Hospital Name,Latitude,Location,Longitude,Measure End Date,Measure Start Date,Number of Completed Surveys Footnote,Number of Completed Surveys,Number of Records,Patient Survey Star Rating Footnote,Patient Survey Star Rating,Phone Number,Provider ID,State,Survey Response Rate Percent Footnote,Survey Response Rate Percent,ZIP Code
27700 MEDICAL CENTER RD,  ,MISSION VIEJO,ORANGE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,MISSION HOSPITAL REGIONAL MED CENTER,,"27700 MEDICAL CENTER RDMISSION VIEJO, CA",,3/31/2017,4/1/2016,,2692,1,,3,9.49E+09,50567,CA,,0.31,92691
101 CITY DRIVE SOUTH,  ,ORANGE,ORANGE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,33.780111,"101 CITY DRIVE SOUTHORANGE, CA",-117.894303,3/31/2017,4/1/2016,,1658,1,,3,7.14E+09,50348,CA,,0.17,92868
1100 WEST STEWART DR,  ,ORANGE,ORANGE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,ST JOSEPH HOSPITAL,33.782399,"1100 WEST STEWART DRORANGE, CA",-117.866093,3/31/2017,4/1/2016,,1717,1,,3,7.15E+09,50069,CA,,0.35,92868
11815 EDUCATION STREET,  ,AUBURN,PLACER,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SUTTER AUBURN FAITH HOSPITAL,38.944317,"11815 EDUCATION STREETAUBURN, CA",-121.099423,3/31/2017,4/1/2016,,590,1,,3,5.31E+09,50498,CA,,0.34,95603
ONE MEDICAL PLAZA,  ,ROSEVILLE,PLACER,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SUTTER ROSEVILLE MEDICAL CENTER,,"ONE MEDICAL PLAZAROSEVILLE, CA",,3/31/2017,4/1/2016,,1985,1,,3,9.17E+09,50309,CA,,0.29,95661
1600 EUREKA ROAD,  ,ROSEVILLE,PLACER,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL - ROSEVILLE,38.7481,"1600 EUREKA ROADROSEVILLE, CA",-121.24762,3/31/2017,4/1/2016,,4334,1,,3,9.17E+09,50772,CA,,0.3,95661
47111 MONROE STREET,  ,INDIO,RIVERSIDE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,JOHN F KENNEDY MEMORIAL HOSPITAL,33.706359,"47111 MONROE STREETINDIO, CA",-116.233881,3/31/2017,4/1/2016,,533,1,,3,7.60E+09,50534,CA,,0.3,92201
39-000 BOB HOPE DRIVE,  ,RANCHO MIRAGE,RIVERSIDE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,EISENHOWER MEDICAL CENTER,33.764852,"39-000 BOB HOPE DRIVERANCHO MIRAGE, CA",-116.408085,3/31/2017,4/1/2016,,4321,1,,3,7.60E+09,50573,CA,,0.32,92270
10800 MAGNOLIA AVENUE,  ,RIVERSIDE,RIVERSIDE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",33.906505,"10800 MAGNOLIA AVENUERIVERSIDE, CA",-117.47071,3/31/2017,4/1/2016,,2016,1,,3,9.51E+09,50686,CA,,0.25,92505
31700 TEMECULA PKWY,  ,TEMECULA,RIVERSIDE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,TEMECULA VALLEY HOSPITAL,33.479248,"31700 TEMECULA PKWYTEMECULA, CA",-117.105906,3/31/2017,4/1/2016,,1114,1,,3,9.51E+09,50775,CA,,0.21,92592
4001 J ST,  ,SACRAMENTO,SACRAMENTO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,MERCY GENERAL HOSPITAL,38.569385,"4001 J STSACRAMENTO, CA",-121.452482,3/31/2017,4/1/2016,,1574,1,,3,9.16E+09,50017,CA,,0.27,95819
6600 BRUCEVILLE ROAD,  ,SACRAMENTO,SACRAMENTO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSP SO SACRAMENTO,38.471647,"6600 BRUCEVILLE ROADSACRAMENTO, CA",-121.423802,3/31/2017,4/1/2016,,2899,1,,3,9.17E+09,50674,CA,,0.27,95823
9961 SIERRA AVE,  ,FONTANA,SAN BERNARDINO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL FONTANA,34.072271,"9961 SIERRA AVEFONTANA, CA",-117.433458,3/31/2017,4/1/2016,,5682,1,,3,9.09E+09,50140,CA,,0.25,92335
6601 WHITE FEATHER ROAD,  ,JOSHUA TREE,SAN BERNARDINO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,HI-DESERT MEDICAL CENTER,34.132676,"6601 WHITE FEATHER ROADJOSHUA TREE, CA",-116.276709,3/31/2017,4/1/2016,,425,1,,3,7.60E+09,50279,CA,,0.28,92252
5000 SAN BERNARDINO ST,  ,MONTCLAIR,SAN BERNARDINO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,MONTCLAIR HOSPITAL MEDICAL CENTER,34.077662,"5000 SAN BERNARDINO STMONTCLAIR, CA",-117.696098,3/31/2017,4/1/2016,,454,1,,3,9.10E+09,50758,CA,,0.22,91763
350 TERRACINA BLVD,  ,REDLANDS,SAN BERNARDINO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,REDLANDS COMMUNITY HOSPITAL,34.037036,"350 TERRACINA BLVDREDLANDS, CA",-117.20431,3/31/2017,4/1/2016,,1284,1,,3,9.09E+09,50272,CA,,0.26,92373
751 MEDICAL CENTER COURT,  ,CHULA VISTA,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SHARP CHULA VISTA MEDICAL CENTER,32.618448,"751 MEDICAL CENTER COURTCHULA VISTA, CA",-117.02399,3/31/2017,4/1/2016,,880,1,,3,6.20E+09,50222,CA,,0.17,91911
10666 NORTH TORREY PINES ROAD,  ,LA JOLLA,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SCRIPPS GREEN HOSPITAL,32.897124,"10666 NORTH TORREY PINES ROADLA JOLLA, CA",-117.241854,3/31/2017,4/1/2016,,2342,1,,3,8.58E+09,50424,CA,,0.36,92037
9888 GENESEE AVENUE,  ,LA JOLLA,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,32.885432,"9888 GENESEE AVENUELA JOLLA, CA",-117.222935,3/31/2017,4/1/2016,,3866,1,,3,8.59E+09,50324,CA,,0.28,92037
5555 GROSSMONT CENTER DRIVE BOX 58,  ,LA MESA,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,GROSSMONT HOSPITAL,32.779435,"5555 GROSSMONT CENTER DRIVE BOX 58LA MESA, CA",-117.009178,3/31/2017,4/1/2016,,2328,1,,3,6.19E+09,50026,CA,,0.2,91942
15615 POMERADO ROAD,  ,POWAY,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,POMERADO HOSPITAL,32.996802,"15615 POMERADO ROADPOWAY, CA",-117.057852,3/31/2017,4/1/2016,,673,1,,3,8.58E+09,50636,CA,,0.27,92064
200 WEST ARBOR DRIVE,  ,SAN DIEGO,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,32.753717,"200 WEST ARBOR DRIVESAN DIEGO, CA",-117.165914,3/31/2017,4/1/2016,,2074,1,,3,6.20E+09,50025,CA,,0.21,92103
4647 ZION AVE,  ,SAN DIEGO,SAN DIEGO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL - SAN DIEGO,32.792973,"4647 ZION AVESAN DIEGO, CA",-117.095859,3/31/2017,4/1/2016,,5027,1,,3,6.20E+09,50515,CA,,0.31,92120
2333 BUCHANAN STREET,  ,SAN FRANCISCO,SAN FRANCISCO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,37.791188,"2333 BUCHANAN STREETSAN FRANCISCO, CA",-122.43096,3/31/2017,4/1/2016,,1963,1,,3,4.16E+09,50047,CA,,0.28,94115
2425 GEARY BLVD,  ,SAN FRANCISCO,SAN FRANCISCO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,37.782778,"2425 GEARY BLVDSAN FRANCISCO, CA",-122.443222,3/31/2017,4/1/2016,,3292,1,,3,4.16E+09,50076,CA,,0.35,94115
1777 WEST YOSEMITE AVE,  ,MANTECA,SAN JOAQUIN,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL MANTECA,37.797371,"1777 WEST YOSEMITE AVEMANTECA, CA",-121.246183,3/31/2017,4/1/2016,,2041,1,,3,2098253700,50748,CA,,0.24,95337
1205 E NORTH STREET,  ,MANTECA,SAN JOAQUIN,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,DOCTORS HOSPITAL OF MANTECA,37.801087,"1205 E NORTH STREETMANTECA, CA",-121.19691,3/31/2017,4/1/2016,,649,1,,3,2098233111,50118,CA,,0.29,95336
1911 JOHNSON AVE,  ,SAN LUIS OBISPO,SAN LUIS OBISPO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,FRENCH HOSPITAL MEDICAL CENTER,35.278663,"1911 JOHNSON AVESAN LUIS OBISPO, CA",-120.650212,3/31/2017,4/1/2016,,1014,1,,3,8.06E+09,50232,CA,,0.34,93401
1100 LAS TABLAS RD,  ,TEMPLETON,SAN LUIS OBISPO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,TWIN CITIES COMMUNITY HOSPITAL,35.554389,"1100 LAS TABLAS RDTEMPLETON, CA",-120.72013,3/31/2017,4/1/2016,,490,1,,3,8.05E+09,50633,CA,,0.35,93465
1501 TROUSDALE DRIVE,  ,BURLINGAME,SAN MATEO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,MILLS-PENINSULA MEDICAL CENTER,37.594398,"1501 TROUSDALE DRIVEBURLINGAME, CA",-122.383356,3/31/2017,4/1/2016,,1234,1,,3,6.51E+09,50007,CA,,0.3,94010
1100 VETERANS BOULEVARD,  ,REDWOOD CITY,SAN MATEO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,37.489693,"1100 VETERANS BOULEVARDREDWOOD CITY, CA",-122.224682,3/31/2017,4/1/2016,,2178,1,,3,6.50E+09,50541,CA,,0.34,94063
170 ALAMEDA DE LAS PULGAS,  ,REDWOOD CITY,SAN MATEO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SEQUOIA HOSPITAL,37.480987,"170 ALAMEDA DE LAS PULGASREDWOOD CITY, CA",-122.253223,3/31/2017,4/1/2016,,886,1,,3,6.50E+09,50197,CA,,0.35,94062
1200 EL CAMINO REAL,  ,SOUTH SAN FRANCISCO,SAN MATEO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,37.658376,"1200 EL CAMINO REALSOUTH SAN FRANCISCO, CA",-122.439205,3/31/2017,4/1/2016,,1566,1,,3,6.51E+09,50070,CA,,0.36,94080
400 WEST PUEBLO,  ,SANTA BARBARA,SANTA BARBARA,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,SANTA BARBARA COTTAGE HOSPITAL,34.429483,"400 WEST PUEBLOSANTA BARBARA, CA",-119.723077,3/31/2017,4/1/2016,,3272,1,,3,8.06E+09,50396,CA,,0.3,93102
1400 E CHURCH ST,  ,SANTA MARIA,SANTA BARBARA,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,MARIAN REGIONAL MEDICAL CENTER,34.952117,"1400 E CHURCH STSANTA MARIA, CA",-120.412494,3/31/2017,4/1/2016,,2246,1,,3,8.06E+09,50107,CA,,0.23,93454
2500 GRANT ROAD,  ,MOUNTAIN VIEW,SANTA CLARA,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,EL CAMINO HOSPITAL,37.369341,"2500 GRANT ROADMOUNTAIN VIEW, CA",-122.077933,3/31/2017,4/1/2016,,1614,1,,3,6.51E+09,50308,CA,,0.26,94040
300 PASTEUR DRIVE,  ,STANFORD,SANTA CLARA,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,STANFORD HEALTH CARE,37.433138,"300 PASTEUR DRIVESTANFORD, CA",-122.176664,3/31/2017,4/1/2016,,381,1,,3,6.51E+09,50441,CA,,0.25,94305
1200 B  GALE WILSON BLVD,  ,FAIRFIELD,SOLANO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,NORTHBAY MEDICAL CENTER,38.261104,"1200 B GALE WILSON BLVDFAIRFIELD, CA",-122.047573,3/31/2017,4/1/2016,,1052,1,,3,7.08E+09,50367,CA,,0.2,94533
1 QUALITY DRIVE,  ,VACAVILLE,SOLANO,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL - VACAVILLE,38.390073,"1 QUALITY DRIVEVACAVILLE, CA",-121.936776,3/31/2017,4/1/2016,,1562,1,,3,7.08E+09,50767,CA,,0.32,95688
401 BICENTENNIAL WAY,  ,SANTA ROSA,SONOMA,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAISER FOUNDATION HOSPITAL-SANTA ROSA,38.470217,"401 BICENTENNIAL WAYSANTA ROSA, CA",-122.724316,3/31/2017,4/1/2016,,2616,1,,3,7.08E+09,50690,CA,,0.35,95403
350 S OAK AVE,  ,OAKDALE,STANISLAUS,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,OAK VALLEY HOSPITAL DISTRICT,37.758098,"350 S OAK AVEOAKDALE, CA",-120.860363,3/31/2017,4/1/2016,,167,1,,3,2098473011,50067,CA,,0.24,95361
400 W MINERAL KING AVE,  ,VISALIA,TULARE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,KAWEAH DELTA MEDICAL CENTER,36.327415,"400 W MINERAL KING AVEVISALIA, CA",-119.294172,3/31/2017,4/1/2016,,1773,1,,3,5.60E+09,50057,CA,,0.28,93291
1000 GREENLEY ROAD,  ,SONORA,TUOLUMNE,Staff responsiveness - star rating,,,H_COMP_3_STAR_RATING,Staff responsiveness,ADVENTIST HEALTH SONORA,37.976728,"1000 GREENLEY ROADSONORA, CA",-120.369442,3/31/2017,4/1/2016,,854,1,,3,2095323161,50335,CA,,0.29,95370
20103 LAKE CHABOT ROAD,  ,CASTRO VALLEY,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,EDEN MEDICAL CENTER,,"20103 LAKE CHABOT ROADCASTRO VALLEY, CA",,3/31/2017,4/1/2016,,750,1,,3,5.11E+09,50488,CA,,0.2,94546
2000 MOWRY AVE,  ,FREMONT,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,WASHINGTON HOSPITAL,37.557653,"2000 MOWRY AVEFREMONT, CA",-121.98087,3/31/2017,4/1/2016,,1392,1,,3,5.11E+09,50195,CA,,0.24,94538
39400 PASEO PADRE PKWY,  ,FREMONT,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - FREMONT,37.550913,"39400 PASEO PADRE PKWYFREMONT, CA",-121.975769,3/31/2017,4/1/2016,,678,1,,3,5.11E+09,50512,CA,,0.28,94538
350 HAWTHORNE AVENUE,  ,OAKLAND,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,ALTA BATES SUMMIT MEDICAL CENTER,37.820875,"350 HAWTHORNE AVENUEOAKLAND, CA",-122.263816,3/31/2017,4/1/2016,,1306,1,,3,5.11E+09,50043,CA,,0.23,94609
1411 E 31ST STREET,  ,OAKLAND,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,HIGHLAND HOSPITAL,37.799234,"1411 E 31ST STREETOAKLAND, CA",-122.231199,3/31/2017,4/1/2016,,1641,1,,3,5.10E+09,50320,CA,,0.23,94602
275 W MACARTHUR BOULEVARD,  ,OAKLAND,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,37.823857,"275 W MACARTHUR BOULEVARDOAKLAND, CA",-122.257589,3/31/2017,4/1/2016,,3853,1,,3,5.11E+09,50075,CA,,0.28,94611
2500 MERCED STREET,  ,SAN LEANDRO,ALAMEDA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,37.706524,"2500 MERCED STREETSAN LEANDRO, CA",-122.169447,3/31/2017,4/1/2016,,2571,1,,3,5.10E+09,50777,CA,,0.29,94577
200 MISSION BLVD,  ,JACKSON,AMADOR,Summary star rating,,,H_STAR_RATING,Summary star rating,SUTTER AMADOR HOSPITAL,38.349552,"200 MISSION BLVDJACKSON, CA",-120.765903,3/31/2017,4/1/2016,,413,1,,3,2092237500,50014,CA,,0.24,95642
5974 PENTZ ROAD,  ,PARADISE,BUTTE,Summary star rating,,,H_STAR_RATING,Summary star rating,FEATHER RIVER HOSPITAL,39.756161,"5974 PENTZ ROADPARADISE, CA",-121.572305,3/31/2017,4/1/2016,,693,1,,3,5.31E+09,50225,CA,,0.27,95969
4501 SAND CREEK ROAD,  ,ANTIOCH,CONTRA COSTA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - ANTIOCH,37.949469,"4501 SAND CREEK ROADANTIOCH, CA",-121.774824,3/31/2017,4/1/2016,,1878,1,,3,9.26E+09,50760,CA,,0.3,94531
1425 S MAIN STREET,  ,WALNUT CREEK,CONTRA COSTA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,37.891512,"1425 S MAIN STREETWALNUT CREEK, CA",-122.057943,3/31/2017,4/1/2016,,2606,1,,3,9.25E+09,50072,CA,,0.3,94596
1601 YGNACIO VALLEY RD,  ,WALNUT CREEK,CONTRA COSTA,Summary star rating,,,H_STAR_RATING,Summary star rating,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,37.914297,"1601 YGNACIO VALLEY RDWALNUT CREEK, CA",-122.042071,3/31/2017,4/1/2016,,431,1,,3,9.26E+09,50180,CA,,0.29,94598
2755 HERNDON AVE,  ,CLOVIS,FRESNO,Summary star rating,,,H_STAR_RATING,Summary star rating,CLOVIS COMMUNITY MEDICAL CENTER,36.837421,"2755 HERNDON AVECLOVIS, CA",-119.661626,3/31/2017,4/1/2016,,555,1,,3,5.59E+09,50492,CA,,0.27,93611
2823 FRESNO STREET,  ,FRESNO,FRESNO,Summary star rating,,,H_STAR_RATING,Summary star rating,COMMUNITY REGIONAL MEDICAL CENTER,36.742583,"2823 FRESNO STREETFRESNO, CA",-119.783023,3/31/2017,4/1/2016,,1043,1,,3,5.59E+09,50060,CA,,0.26,93721
7300 NORTH FRESNO ST,  ,FRESNO,FRESNO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - FRESNO,36.84278,"7300 NORTH FRESNO STFRESNO, CA",-119.783436,3/31/2017,4/1/2016,,1913,1,,3,5.59E+09,50710,CA,,0.3,93720
372 W CYPRESS AVE,  ,REEDLEY,FRESNO,Summary star rating,,,H_STAR_RATING,Summary star rating,ADVENTIST MEDICAL CENTER - REEDLEY,36.607812,"372 W CYPRESS AVEREEDLEY, CA",-119.451695,3/31/2017,4/1/2016,,402,1,,3,5.60E+09,50192,CA,,0.26,93654
3800 JANES RD,  ,ARCATA,HUMBOLDT,Summary star rating,,,H_STAR_RATING,Summary star rating,MAD RIVER COMMUNITY HOSPITAL,40.903309,"3800 JANES RDARCATA, CA",-124.090847,3/31/2017,4/1/2016,,261,1,,3,7.08E+09,50028,CA,,0.17,95521
3001 SILLECT AVENUE,  ,BAKERSFIELD,KERN,Summary star rating,,,H_STAR_RATING,Summary star rating,BAKERSFIELD HEART HOSPITAL,35.386104,"3001 SILLECT AVENUEBAKERSFIELD, CA",-119.040838,3/31/2017,4/1/2016,,658,1,,3,6.61E+09,50724,CA,,0.25,93308
115 MALL DRIVE,  ,HANFORD,KINGS,Summary star rating,,,H_STAR_RATING,Summary star rating,ADVENTIST MEDICAL CENTER,36.323877,"115 MALL DRIVEHANFORD, CA",-119.669005,3/31/2017,4/1/2016,,1227,1,,3,2094107200,50121,CA,,0.26,93230
15630 18TH AVE - HWY 53,  ,CLEARLAKE,LAKE,Summary star rating,,,H_STAR_RATING,Summary star rating,ST HELENA HOSPITAL-CLEARLAKE,,"15630 18TH AVE - HWY 53CLEARLAKE, CA",,3/31/2017,4/1/2016,,267,1,,3,7.08E+09,51317,CA,,0.26,95422
5176 HILL ROAD EAST,  ,LAKEPORT,LAKE,Summary star rating,,,H_STAR_RATING,Summary star rating,SUTTER LAKESIDE HOSPITAL,39.105175,"5176 HILL ROAD EASTLAKEPORT, CA",-122.908238,3/31/2017,4/1/2016,,234,1,,3,7.07E+09,51329,CA,,0.18,95453
300 W HUNTINGTON DR,  ,ARCADIA,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,METHODIST HOSPITAL OF SOUTHERN CA,34.13484,"300 W HUNTINGTON DRARCADIA, CA",-118.042466,3/31/2017,4/1/2016,,1093,1,,3,6.26E+09,50238,CA,,0.21,91006
501 SOUTH BUENA VISTA,  ,BURBANK,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PROVIDENCE SAINT JOSEPH MEDICAL CTR,34.15761,"501 SOUTH BUENA VISTABURBANK, CA",-118.327824,3/31/2017,4/1/2016,,1270,1,,3,8.19E+09,50235,CA,,0.21,91505
210 W  SAN BERNARDINO ROAD,  ,COVINA,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,34.089947,"210 W SAN BERNARDINO ROADCOVINA, CA",-117.893666,3/31/2017,4/1/2016,,932,1,,3,6.27E+09,50382,CA,,0.22,91723
7601 EAST IMPERIAL HIGHWAY,  ,DOWNEY,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,,"7601 EAST IMPERIAL HIGHWAYDOWNEY, CA",,3/31/2017,4/1/2016,,124,1,,3,5.62E+09,50717,CA,,0.19,90242
9333 IMPERIAL HIGHWAY,  ,DOWNEY,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - DOWNEY,33.917101,"9333 IMPERIAL HIGHWAYDOWNEY, CA",-118.128998,3/31/2017,4/1/2016,,3235,1,,3,5.62E+09,50139,CA,,0.24,90242
16237 VENTURA BLVD,  ,ENCINO,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,ENCINO HOSPITAL MEDICAL CENTER,34.156826,"16237 VENTURA BLVDENCINO, CA",-118.486948,3/31/2017,4/1/2016,,127,1,,3,8.19E+09,50158,CA,,0.14,91436
1509 E WILSON TERRACE,  ,GLENDALE,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,GLENDALE ADVENTIST MEDICAL CENTER,34.149161,"1509 E WILSON TERRACEGLENDALE, CA",-118.230354,3/31/2017,4/1/2016,,1765,1,,3,8.18E+09,50239,CA,,0.16,91206
1420 S CENTRAL AVE,  ,GLENDALE,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,GLENDALE MEM HOSPITAL & HLTH CENTER,34.127789,"1420 S CENTRAL AVEGLENDALE, CA",-118.257795,3/31/2017,4/1/2016,,703,1,,3,8.19E+09,50058,CA,,0.14,91204
25825 SOUTH VERMONT AVENUE,  ,HARBOR CITY,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - SOUTH BAY,33.788623,"25825 SOUTH VERMONT AVENUEHARBOR CITY, CA",-118.294366,3/31/2017,4/1/2016,,2079,1,,3,3.11E+09,50411,CA,,0.25,90710
2801 ATLANTIC AVE,  ,LONG BEACH,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,LONG BEACH MEMORIAL MEDICAL CENTER,33.807107,"2801 ATLANTIC AVELONG BEACH, CA",-118.185098,3/31/2017,4/1/2016,,3092,1,,3,5.63E+09,50485,CA,,0.21,90806
1500 SAN PABLO ST,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,KECK HOSPITAL OF USC,34.062168,"1500 SAN PABLO STLOS ANGELES, CA",-118.203234,3/31/2017,4/1/2016,,1518,1,,3,3.23E+09,50696,CA,,0.27,90033
6041 CADILLAC AVE,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - WEST LA,34.03799,"6041 CADILLAC AVELOS ANGELES, CA",-118.376247,3/31/2017,4/1/2016,,1601,1,,3,2138572201,50561,CA,,0.24,90034
8700 BEVERLY BLVD,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,CEDARS-SINAI MEDICAL CENTER,34.075496,"8700 BEVERLY BLVDLOS ANGELES, CA",-118.380122,3/31/2017,4/1/2016,,2778,1,,3,3.10E+09,50625,CA,,0.2,90048
531 W COLLEGE ST,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PACIFIC ALLIANCE MEDICAL CENTER,34.064627,"531 W COLLEGE STLOS ANGELES, CA",-118.239249,3/31/2017,4/1/2016,,474,1,,3,2136248411,50018,CA,,0.11,90012
1680 EAST 120TH STREET,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",33.924361,"1680 EAST 120TH STREETLOS ANGELES, CA",-118.244331,3/31/2017,4/1/2016,,513,1,,3,4.25E+09,50779,CA,,0.09,90059
4867 SUNSET BLVD,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - LOS ANGELES,,"4867 SUNSET BLVDLOS ANGELES, CA",,3/31/2017,4/1/2016,,5190,1,,3,3.24E+09,50138,CA,,0.31,90027
1720 E CESAR AVENUE,  ,LOS ANGELES,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,WHITE MEMORIAL MEDICAL CENTER,,"1720 E CESAR AVENUELOS ANGELES, CA",,3/31/2017,4/1/2016,,729,1,,3,3.23E+09,50103,CA,,0.22,90033
